Shop,Location,Open Since,Contact
"<a href=""https://laramora.be"" target=""_blank"">Lara Mora

<img src=""https://www.bepakt.com/wp-content/uploads/2018/09/lara-mora.png"" height=70 width=70></a>
","<img src=""https://www.bepakt.com/images/flags/belgium.gif"" style=""width:20px; padding-right:2px;""> <b>Belgium</b>

<a href=""https://www.google.com/maps/place/lara+mora/@51.1655094,4.1392801,17z/data=!3m1!4b1!4m5!3m4!1s0x47c38e9713f0ad21:0xc7973e6e5079dfb2!8m2!3d51.1655061!4d4.1414688"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Sint-Niklaas [9100]
<i>Stationsstraat 10b</i>",16-Dec-2017,"<a href=""https://laramora.be"" target=""_blank"">www.laramora.be</a>
<a href=""mailto:welkom@laramora.be"">welkom@laramora.be</a>
+32 498 27 94 50

<a href=""https://www.facebook.com/unverpacktravensburg/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> "
"<a href=""https://www.unverpackt-bamberg.de"" target=""_blank"">Unverpackt Bamberg
<img src=""https://www.bepakt.com/wp-content/uploads/2018/08/unverpackt-b.png"" height=70 width=90></a>","<img src=""https://www.bepakt.com/images/flags/germany.gif"" style=""width:20px; padding-right:2px;""> <b>Germany</b>

<a href=""https://www.google.com/maps/place/Unverpackt+Bamberg/@49.8986927,10.8939414,17z/data=!3m1!4b1!4m5!3m4!1s0x47a2236d401d1de5:0xc1d5e090936ce7e9!8m2!3d49.8986893!4d10.8961301"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15 ></a> Bamberg [96052]
<i>Luitpoldstraße 36</i>",16-Dec-2017,"<a href=""https://unverpackt-bamberg.de"" target=""_blank"">unverpackt-bamberg.de</a>
<a href=""mailto:info@unverpackt-bamberg.de
"">info@unverpackt-bamberg.de
</a>
+49 951 18327752

<a href=""https://www.facebook.com/UnverpacktBamberg/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://www.instagram.com/unverpackt_bamberg/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a> "
"<a href=""http://www.solopesonetto.it"" target=""_blank"">Solo Peso Netto

<img src=""https://bepakt.com/images/logo_solo_peso_netto.png"" height=70 width=90></a>","<img src=""https://www.bepakt.com/images/flags/italy.gif"" style=""width:20px; padding-right:2px;""> <b>Italy</b>

<a href=""https://www.google.it/maps/place/Peso+Netto+Di+Ilaria+Nesi/@43.8057591,11.2361923,17z/data=!3m1!4b1!4m5!3m4!1s0x132a56884b07bf51:0x4c5c45478a936494!8m2!3d43.8057552!4d11.238381"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15 ></a> Firenze [50141]
<i>Via Enrico Guido Bocci, 27</i>",16-Dec-2017,"<a href=""http://www.solopesonetto.it"" target=""_blank"">www.solopesonetto.it</a>
<a href=""mailto:info@solopesonetto.it"">info@solopesonetto.it</a>
+39371 36 72 472

<a href=""https://www.facebook.com/solopesonetto/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://www.instagram.com/solopesonetto/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a> <a href=""https://www.youtube.com/channel/UCXZLeuMREnqyhYJBRZ8WZ5Q"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_youtube_300.png"" width=15 height=15></a>"
"<a href=""https://migori.de"" target=""_blank"">Migori

<img src=""https://www.bepakt.com/wp-content/uploads/2018/08/migori.png"" height=70 width=90></a>","<img src=""https://www.bepakt.com/images/flags/germany.gif"" style=""width:20px; padding-right:2px;""> <b>Germany</b>

<a href=""https://www.google.com/maps/place/Migori/@50.9176164,6.9582893,17z/data=!3m1!4b1!4m5!3m4!1s0x47bf24465ea25d53:0xbcaea841410f83ec!8m2!3d50.917613!4d6.960478"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15 ></a> Köln [50677]
<i>Bonner Str. 66</i>",6-Jan-2018,"<a href=""https://migori.de"" target=""_blank"">www.migori.de</a>
<a href=""mailto:info@migori.de"">info@migori.de</a>
+49 221 94246298

<a href=""https://www.facebook.com/migorikoeln/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://www.instagram.com/migorikoeln/?hl=en"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a>"
"<a href=""https://www.facebook.com/La-Sfuseria-501324283570014/"" target=""_blank"">La Sfuseria

<img src=""https://bepakt.com/wp-content/uploads/2018/06/La-sfuseria-Arco.png"" height=70 width=70></a>
","<img src=""https://www.bepakt.com/images/flags/italy.gif"" style=""width:20px; padding-right:2px;""> <b>Italy</b>

<a href=""https://www.google.com/maps/place/L,+Via+Santa+Caterina,+4,+38062+Arco+TN/@45.9168293,10.8779978,17z/data=!3m1!4b1!4m5!3m4!1s0x478211576c88a87d:0x26a98a1ac245239f!8m2!3d45.9168256!4d10.8801918"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15 ></a>Arco (Trento) [38062]
<i>via Santa Caterina 4/L</i>",9-Jan-2018,"<a href=""mailto:info@lasfuseria.com"">info@lasfuseria.com</a>
+39 0464 717478

<a href=""https://www.facebook.com/La-Sfuseria-501324283570014/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a>  <a href=""https://www.instagram.com/la_sfuseria/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a> "
"<a href=""https://www.theemporiumofworldlygoods.co.uk"" target=""_blank"">The Emporium of Worldly Goods

<img src=""https://bepakt.com/images/logo_the_emporium_of_wordly_goods.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/united_kingdom.gif"" style=""width:20px; padding-right:2px;""> <b>United Kingdom</b>

<a href=""https://www.google.it/maps?q=the+emporium+of+worldly+goods&client=safari&rls=en&dcr=0&biw=1193&bih=729&um=1&ie=UTF-8&sa=X&ved=0ahUKEwjLpIuHnKbaAhVgFMAKHcc8Af0Q_AUIDCgD"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Fort William, Scotland [PH33 6AD]
<i>1st Floor, 68 High St Upstairs</i>

",11-Jan-2018,"<a href=""https://www.theemporiumofworldlygoods.co.uk"" target=""_blank"">website</a>

<a href=""https://www.facebook.com/TheEmporiumFortWilliam/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://www.instagram.com/the_emporium_of_worldly_goods/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a> "
"<a href=""https://www.facebook.com/LEntrePotNamur/"" target=""_blank"">L'Entre-Pot Namur

<img src=""https://bepakt.com/wp-content/uploads/2018/03/LEntre-Pot-Liège-e1522075781560.png"" height=70 width=70></a>
","<img src=""https://www.bepakt.com/images/flags/belgium.gif"" style=""width:20px; padding-right:2px;""> <b>Belgium</b>

<a href=""https://www.google.it/maps/place/L'Entre-Pot/@50.4624334,4.8621811,17z/data=!4m13!1m7!3m6!1s0x47c1997222ed726d:0xac9cc19e2711b4a4!2sRue+des+Fossés+Fleuris+43,+5000+Namur,+Belgio!3b1!8m2!3d50.46243!4d4.8643698!3m4!1s0x47c199723d178697:0x93b933b6e1970f3f!8m2!3d50.4624532!4d4.8643656"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Namur [5000]
<i>Rue des Fossés Fleuris 43</i>",27-Jan-2018,"+32 81 56 65 51

<a href=""https://www.facebook.com/LEntrePotNamur/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://www.instagram.com/l_entre_pot/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a> "
"<a href=""http://www.allgoods.dk"" target=""_blank"">Allgoods

(ALLgoods)

<img src=""https://www.bepakt.com/images/logo_allgoods.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/denmark.gif"" style=""width:20px; padding-right:2px;""> <b>Denmark</b>

Copenhagen

(bicycle delivery)",15-Feb-2018,"<a href=""http://www.allgoods.dk"" target=""_blank"">www.allgoods.dk</a>
<a href=""mailto:info@allgoods.dk"">info@allgoods.dk</a>
+45 71 52 25 78

<a href=""https://www.facebook.com/ALLgoods.dk"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""http://www.instagram.com/allgoods.dk"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a>"
"<a href=""https://www.labotteganelsacco.com"" target=""_blank"">La Bottega nel Sacco

<img src=""https://bepakt.com/wp-content/uploads/2018/06/La-Bottega-nel-Sacco.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/italy.gif"" style=""width:20px; padding-right:2px;""> <b>Italy</b>

<a href=""https://www.google.com/maps/place/La+bottega+nel+sacco/@45.5359491,12.6409979,17z/data=!3m1!4b1!4m5!3m4!1s0x477bff05e913b69f:0xf2855dc488bf483d!8m2!3d45.5359491!4d12.6431866"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15 ></a>Jesolo (Venezia) [30016]
<i>Piazza della Repubblica, 9</i>",17-Feb-2018,"<a href=""https://www.labotteganelsacco.com"" target=""_blank"">www.labotteganelsacco.com</a>
<a href=""mailto:info@labotteganelsacco.com"">info@labotteganelsacco.com</a>

<a href=""https://www.facebook.com/labotteganelsacco/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://www.instagram.com/labotteganelsacco/?hl=it"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a>"
"<a href=""https://naturalweigh.co.uk"" target=""_blank"">Natural Weigh

<img src=""https://www.bepakt.com/images/logo_natural_weigh.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/united_kingdom.gif"" style=""width:20px; padding-right:2px;""> <b>United Kingdom</b>

<a href=""https://www.google.com/maps/place/Natural+Weigh/@51.8587847,-3.1394326,17z/data=!3m1!4b1!4m5!3m4!1s0x486e29d61b41870b:0x213757beb7d8cdbe!8m2!3d51.8587847!4d-3.1372439""  target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Crickhowell [NP8 1BH, Wales] 
Corn Exchange (Shop 1)
<i>54 High St</i>",3-Mar-2018,"<a href=""https://naturalweigh.co.uk"" target=""_blank"">naturalweigh.co.uk</a>
<a href=""mailto:hello@naturalweigh.co.uk"">hello@naturalweigh.co.uk</a>
+44 1873 269493

<a href=""https://www.facebook.com/NaturalWeighLtd/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://twitter.com/NaturalWeighLtd"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_twitter_square_300.png"" width=15 height=15></a> <a href=""
https://www.instagram.com/naturalweighltd/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a>"
"<a href=""https://unverpacktmannheim.wordpress.com"" target=""_blank"">Eddie's

<img src=""https://www.bepakt.com/wp-content/uploads/2018/09/eddies.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/germany.gif"" style=""width:20px; padding-right:2px;""> <b>Germany</b>

<a href=""https://www.google.com/maps/place/Eddies+-+Verpackungsfrei+Einkaufen/@49.4802161,8.4777841,17z/data=!3m1!4b1!4m5!3m4!1s0x4797cea19ebde083:0xd8ea4ac1aeacc2d9!8m2!3d49.4802126!4d8.4799728"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15 ></a> Mannheim [68165]
<i>Seckenheimer Str. 21</i>",3-Mar-2018,"<a href=""https://unverpacktmannheim.wordpress.com"" target=""_blank"">www.unverpacktmannheim.wordpress.com</a>
<a href=""mailto:info@Unverpackt-Mannheim.de"">info@Unverpackt-Mannheim.de</a>
+49 621 43718844

<a href=""https://www.facebook.com/UnverpacktMA/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://www.instagram.com/eddies.verpackungsfrei/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a>"
"<a href=""https://www.zerogreenbristol.co.uk"" target=""_blank"">Zero Green

<img src=""https://www.bepakt.com/images/logo_zero_green.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/united_kingdom.gif"" style=""width:20px; padding-right:2px;""> <b>United Kingdom</b>

<a href=""https://www.google.com/maps/place/Zero+Green/@51.4414873,-2.6041967,17z/data=!3m1!4b1!4m5!3m4!1s0x48718c2c61c57f67:0xcd2b1769aa99197e!8m2!3d51.4414873!4d-2.602008"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Bristol [BS3 1HT]
<i>12 North St</i>",10-Mar-2018,"<a href=""http://www.zerogreenbristol.co.uk"" target=""_blank"">zerogreenbristol.co.uk</a>
<a href=""mailto:
hola@zerogreenbristol.co.uk"">hola@zerogreenbristol.co.uk</a>
+441 179 638 406

<a href=""https://www.facebook.com/pg/Zero-Green-2000496846854761/about/?ref=page_internal"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://www.instagram.com/zerogreenbristol"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a> <a href=""https://twitter.com/zerogreen17"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_twitter_square_300.png"" width=15 height=15></a>"
"<a href=""http://www.flinse.co"" target=""_blank"">FLinse & Co.

<img src=""https://www.bepakt.com/images/logo_flinse_co.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/germany.gif"" style=""width:20px; padding-right:2px;""> <b>Germany</b>

<a href=""https://www.google.com/maps/place/FLinse+%26+Co.+-+unverpackt+einkaufen/@51.2289268,6.8065265,17z/data=!3m1!4b1!4m5!3m4!1s0x47b8cbd4695c70d5:0xb01084fae568eea7!8m2!3d51.2289268!4d6.8087152"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Düsseldorf [40233]
<i>Lindenstraße 165</i>",15-Mar-2018,"<a href=""http://www.flinse.co"" target=""_blank"">www.flinse.co</a>
<a href=""mailto:unverpackt@flinse.co"">unverpackt@flinse.co</a>
+49 0211 1520 6300

<a href=""https://www.facebook.com/flinseundco"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a>
"
"<a href=""http://csomagolasmentes.hu"" target=""_blank"">La Ciotola Imperfetta

<img src=""https://www.bepakt.com/wp-content/uploads/2018/09/ciotola.jpg"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/italy.gif"" style=""width:20px; padding-right:2px;""> <b>Italy</b>

<a href=""https://www.google.com/maps/place/La+Ciotola+imperfetta/@43.305564,10.5268134,15z/data=!4m5!3m4!1s0x0:0x5a9134b51c67ed20!8m2!3d43.305564!4d10.5268134"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15 ></a> Cecina (Livorno) [57023] 
<i>Largo Cattaneo 9a</i>",18-Mar-2018,"<a href=""mailto:laciotolaimperfetta@gmail.com"">laciotolaimperfetta@gmail.com</a>

<a href=""https://www.facebook.com/pg/laCiotolaimperfetta/posts/?ref=page_internal"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://www.instagram.com/laciotolaimperfetta/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a>"
"<a href=""http://csomagolasmentes.hu"" target=""_blank"">Ligeti Bolt

<img src=""https://www.bepakt.com/wp-content/uploads/2018/08/Ligeti-bolt.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/wp-content/uploads/2018/08/hungary.png"" style=""width:20px; padding-right:2px;""> <b>Hungary</b>

<a href=""https://www.google.com/maps/place/Ligeti+Bolt/@47.5135763,19.0543277,17z/data=!4m13!1m7!3m6!1s0x4741dc0b89a33be1:0x7dc43fcd4c078131!2sBudapest,+Kresz+Géza+u.+21,+1132+Hungary!3b1!8m2!3d47.5135727!4d19.0565164!3m4!1s0x4741dc0b89a55a41:0x6ecc84fb2b827c51!8m2!3d47.5135727!4d19.0565164"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15 ></a> Budapest [1132]
<i>Kresz Géza utca 21</i>",21-Mar-2018,"<a href=""http://csomagolasmentes.hu"" target=""_blank"">www.csomagolasmentes.hu</a>
<a href=""mailto:bolt@csomagolasmentes.hu"">bolt@csomagolasmentes.hu</a>
+36 30 312 5841

<a href=""https://www.facebook.com/csomagolasmentes/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://www.instagram.com/csomagolasmentes_bolt/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a>"
"<a href=""https://www.klarekanteweissenhorn.de"" target=""_blank"">Klare Kante

<img src=""https://www.bepakt.com/wp-content/uploads/2018/09/klare-kante.jpg"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/germany.gif"" style=""width:20px; padding-right:2px;""> <b>Germany</b>

<a href=""https://www.google.com/maps/place/Klare+Kante/@48.3050244,10.1561755,17z/data=!3m1!4b1!4m5!3m4!1s0x479958d3f59e3f7b:0xf3da55c6c44bd38e!8m2!3d48.3050209!4d10.1583642"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15 ></a> Weißenhorn [89264]
<i>Hauptstraße 22</i>",7-Apr-2018,"<a href=""https://www.klarekanteweissenhorn.de"" target=""_blank"">www.klarekanteweissenhorn.de</a>
<a href=""mailto:klarekante@outlook.com"">klarekante@outlook.com</a>
+49 73099139692

<a href=""https://www.facebook.com/regional.fair.plastikfrei/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://www.instagram.com/klarekante/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a>"
